Batch 1 predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 soft predictions: ['javelin throw', 'singing', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'hugging baby', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'applying cream', 'training dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'waking up', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'playing basketball', 'bowling', 'mopping floor', 'playing guitar', 'playing harmonica', 'juggling soccer ball', 'high kick', 'busking', 'playing xylophone', 'welding', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'laughing', 'wrestling', 'planting trees', 'shot put', 'unloading truck', 'hopscotch', 'laying bricks', 'throwing ball (not baseball or American football)', 'playing saxophone', 'hugging (not baby)', 'smoking', 'spraying', 'presenting weather forecast', 'disc golfing']
Batch 1 true labels: ['javelin throw', 'using megaphone', 'assembling computer', 'ironing', 'hurdling', 'country line dancing', 'waiting in line', 'filling eyebrows', 'grinding meat', 'eating doughnuts', 'snatch weight lifting', 'washing dishes', 'doing nails', 'walking the dog', 'skydiving', 'grinding meat', 'krumping', 'smoking hookah', 'tobogganing', 'playing guitar', 'catching fish', 'riding a bike', 'cartwheeling', 'somersaulting', 'catching or throwing softball', 'spinning poi', 'carving pumpkin', 'carving pumpkin', 'throwing discus', 'water skiing', 'ice climbing', 'cooking chicken', 'shooting basketball', 'bowling', 'mopping floor', 'playing piano', 'eating hotdog', 'juggling soccer ball', 'catching or throwing baseball', 'busking', 'playing xylophone', 'spraying', 'changing oil', 'opening present', 'eating cake', 'paragliding', 'riding mechanical bull', 'cooking egg', 'bending back', 'grinding meat', 'eating chips', 'faceplanting', 'planting trees', 'stretching arm', 'unloading truck', 'hopscotch', 'laying bricks', 'tai chi', 'playing saxophone', 'egg hunting', 'shaking hands', 'blasting sand', 'presenting weather forecast', 'disc golfing']
Batch 1 top 5 predictions:
['javelin throw', 'shot put', 'throwing discus', 'hammer throw', 'high jump']
Batch 51 true labels: ['trapezing', 'shot put', 'skiing mono', 'alligator wrestling', 'beatboxing', 'fixing hair', 'making snowman', 'spray painting', 'playing cello', 'playing tennis', 'making jewelry', 'water sliding', 'finger snapping', 'country line dancing', 'swimming', 'bungee jumping', 'yawning', 'petting animal (not cat)', 'hurling (sport)', 'golf chipping', 'tap dancing', 'pumping gas', 'driving tractor', 'egg hunting', 'skateboarding', 'peeling potatoes', 'busking', 'peeling apples', 'milking cow', 'springboard diving', 'building lego', 'breading or breadcrumbing', 'making jewelry', 'filling eyebrows', 'krumping', 'tasting food', 'punching bag', 'blowing leaves', 'grinding meat', 'playing recorder', 'eating burger', 'shoot dance', 'playing slot machine', 'pushing cart', 'playing cello', 'rock climbing', 'walking the dog', 'parkour', 'playing bass guitar', 'doing sudoku', 'passing American football', 'bandaging', 'singing', 'flipping bottle', 'snowmobiling', 'eating spaghetti', 'reading newspaper', 'running on treadmill', 'mopping floor', 'blending fruit', 'bending back', 'kitesurfing', 'plastering', 'cutting nails']
Batch 51 top 5 predictions:
['trapezing', 'swinging on something', 'somersaulting', 'climbing', 'springboard diving']
['shot put', 'throwing discus', 'skipping rope', 'dodgeball', 'skateboarding']
['skiing mono', 'skiing slalom', 'biking through snow', 'snowmobiling', 'skiing crosscountry']
['alligator wrestling', 'petting animal (not cat)', 'training dog', 'hugging (not baby)', 'petting cat']
['beatboxing', 'finger snapping', 'shouting', 'whistling', 'clapping']
['brushing hair', 'fixing hair', 'shaking head', 'ripping paper', 'laughing']
['making snowman', 'drop kicking', 'headbutting', 'faceplanting', 'wrestling']
['spray painting', 'brush painting', 'doing nails', 'spraying', 'drawing']
['playing violin', 'playing cello', 'playing piano', 'playing harp', 'playing xylophone']
['playing badminton', 'playing tennis', 'playing squash or racquetball', 'skipping rope', 'spraying']
['making jewelry', 'cutting nails', 'adjusting glasses', 'drawing', 'writing']
['water sliding', 'faceplanting', 'splashing water', 'tobogganing', 'crossing river']
['finger snapping', 'beatboxing', 'sign language interpreting', 'tossing coin', 'answering questions']
['country line dancing', 'salsa dancing', 'tap dancing', 'swing dancing', 'jumpstyle dancing']
['swimming', 'springboard diving', 'jumping into pool', 'stretching arm', 'somersaulting']
['bungee jumping', 'abseiling', 'skydiving', 'swinging on something', 'climbing']
['shouting', 'tap dancing', 'tossing coin', 'high fiving', 'slapping']
['petting animal (not cat)', 'grooming dog', 'massaging', 'training dog', 'petting cat']
['hurling (sport)', 'celebrating', 'applauding', 'archery', 'headbutting']
['golf chipping', 'golf putting', 'golf driving', 'skiing slalom', 'pumping fist']
['tap dancing', 'mopping floor', 'dancing gangnam style', 'country line dancing', 'sweeping floor']
['pumping gas', 'pushing car', 'directing traffic', 'driving car', 'jaywalking']
['driving tractor', 'unloading truck', 'trimming trees', 'mowing lawn', 'digging']
['walking the dog', 'picking blueberries', 'feeding birds', 'blowing leaves', 'egg hunting']
['skateboarding', 'roller skating', 'riding scooter', 'hoverboarding', 'jaywalking']
['carving pumpkin', 'washing dishes', 'headbutting', 'making sushi', 'tapping pen']
['busking', 'playing guitar', 'playing ukulele', 'singing', 'beatboxing']
['peeling apples', 'peeling potatoes', 'sharpening knives', 'cooking egg', 'making sushi']
['milking cow', 'milking goat', 'grooming horse', 'bandaging', 'cutting nails']
['springboard diving', 'somersaulting', 'jumping into pool', 'swimming', 'diving cliff']
['building lego', 'sharpening pencil', 'tapping pen', 'using remote controller (not gaming)', 'doing sudoku']
['breading or breadcrumbing', 'making pizza', 'making a cake', 'baking cookies', 'cooking chicken']
['cutting nails', 'making jewelry', 'doing nails', 'sharpening knives', 'adjusting glasses']
['filling eyebrows', 'applying cream', 'waxing', 'adjusting glasses', 'winking']
['breakdancing', 'jumpstyle dancing', 'krumping', 'cartwheeling', 'doing aerobics']
['tasting food', 'eating ice cream', 'eating chips', 'eating doughnuts', 'eating hotdog']
['punching bag', 'headbutting', 'punching person (boxing)', 'high kick', 'slapping']
['blowing leaves', 'riding scooter', 'using segway', 'jogging', 'pushing car']
['grinding meat', 'cooking sausages (not on barbeque)', 'blending fruit', 'making a cake', 'barbequing']
['playing recorder', 'playing flute', 'brushing teeth', 'playing bagpipes', 'playing trumpet']
['eating burger', 'dining', 'eating hotdog', 'eating doughnuts', 'tasting food']
['tap dancing', 'shoot dance', 'krumping', 'jumpstyle dancing', 'high kick']
['playing slot machine', 'playing poker', 'punching bag', 'playing controller', 'punching person (boxing)']
['pushing cart', 'mowing lawn', 'swinging on something', 'pushing car', 'riding scooter']
['playing cello', 'playing guitar', 'playing piano', 'playing violin', 'playing drums']
['rock climbing', 'abseiling', 'ice climbing', 'climbing', 'bungee jumping']
['walking the dog', 'training dog', 'jogging', 'cartwheeling', 'high fiving']
['long jump', 'disc golfing', 'triple jump', 'parkour', 'drop kicking']
['playing bass guitar', 'recording music', 'tapping guitar', 'playing guitar', 'playing drums']
['doing sudoku', 'writing', 'texting', 'drawing', 'tapping pen']
['kicking field goal', 'passing American football', 'high kick', 'marching', 'side kick']
['bandaging', 'carrying baby', 'hugging (not baby)', 'tango dancing', 'getting a haircut']
['zumba', 'doing aerobics', 'dancing gangnam style', 'tap dancing', 'dancing charleston']
['flipping bottle', 'tossing coin', 'opening bottle (not wine)', 'setting table', 'tapping pen']
['biking through snow', 'snowmobiling', 'motorcycling', 'bobsledding', 'skiing mono']
['eating spaghetti', 'eating burger', 'dining', 'eating hotdog', 'eating watermelon']
['doing sudoku', 'texting', 'assembling computer', 'recording music', 'reading newspaper']
['running on treadmill', 'lunge', 'exercising arm', 'high kick', 'side kick']
['mopping floor', 'sweeping floor', 'sword fighting', 'ironing', 'sanding floor']
['blending fruit', 'making tea', 'scrambling eggs', 'making a cake', 'breading or breadcrumbing']
['bending back', 'yoga', 'stretching leg', 'stretching arm', 'cartwheeling']
['kitesurfing', 'windsurfing', 'surfing water', 'snowkiting', 'parasailing']
['plastering', 'laying bricks', 'cleaning', 'digging', 'spraying']
['adjusting glasses', 'cutting nails', 'bending metal', 'wrapping present', 'tying knot (not on a tie)']

Batch 52 predictions: ['flipping pancake', 'playing controller', 'playing poker', 'beatboxing', 'carving pumpkin', 'kissing', 'water skiing', 'making jewelry', 'water sliding', 'throwing discus', 'tasting food', 'smoking hookah', 'making jewelry', 'kitesurfing', 'drop kicking', 'tying necktie', 'sharpening pencil', 'shooting goal (soccer)', 'watering plants', 'front raises', 'country line dancing', 'eating chips', 'rock climbing', 'chopping wood', 'dancing gangnam style', 'kicking field goal', 'playing bagpipes', 'curling hair', 'drumming fingers', 'building cabinet', 'washing hair', 'tickling', 'playing clarinet', 'slacklining', 'picking blueberries', 'riding or walking with horse', 'jaywalking', 'uncorking champagne', 'bouncing on trampoline', 'shoot dance', 'gargling', 'triple jump', 'bookbinding', 'applauding', 'eating cake', 'playing badminton', 'unloading truck', 'riding unicycle', 'playing xylophone', 'shaving head', 'waking up', 'throwing ball (not baseball or American football)', 'shouting', 'doing sudoku', 'yoga', 'spray painting', 'curling hair', 'eating doughnuts', 'deadlifting', 'brushing teeth', 'playing violin', 'hoverboarding', 'tango dancing', 'riding elephant']
Batch 52 soft predictions: ['flipping pancake', 'playing controller', 'playing poker', 'beatboxing', 'carving pumpkin', 'kissing', 'water skiing', 'making jewelry', 'water sliding', 'throwing discus', 'tasting food', 'smoking hookah', 'making jewelry', 'kitesurfing', 'drop kicking', 'tying necktie', 'sharpening pencil', 'shooting goal (soccer)', 'watering plants', 'front raises', 'country line dancing', 'eating chips', 'rock climbing', 'chopping wood', 'dancing gangnam style', 'kicking field goal', 'playing bagpipes', 'curling hair', 'drumming fingers', 'building cabinet', 'washing hair', 'tickling', 'playing clarinet', 'slacklining', 'picking blueberries', 'riding or walking with horse', 'jaywalking', 'uncorking champagne', 'bouncing on trampoline', 'shoot dance', 'gargling', 'triple jump', 'bookbinding', 'applauding', 'eating cake', 'playing badminton', 'unloading truck', 'riding unicycle', 'playing xylophone', 'shaving head', 'waking up', 'throwing ball (not baseball or American football)', 'shouting', 'doing sudoku', 'yoga', 'spray painting', 'curling hair', 'eating doughnuts', 'deadlifting', 'brushing teeth', 'playing violin', 'hoverboarding', 'tango dancing', 'riding elephant']
Batch 52 true labels: ['flipping pancake', 'playing controller', 'playing poker', 'beatboxing', 'carving pumpkin', 'kissing', 'water skiing', 'making jewelry', 'water sliding', 'throwing discus', 'ripping paper', 'smoking hookah', 'making jewelry', 'kitesurfing', 'drop kicking', 'tying necktie', 'making snowman', 'shooting goal (soccer)', 'watering plants', 'front raises', 'country line dancing', 'eating chips', 'rock climbing', 'chopping wood', 'robot dancing', 'kicking field goal', 'playing bagpipes', 'curling hair', 'building lego', 'building cabinet', 'shouting', 'tickling', 'playing clarinet', 'slacklining', 'picking blueberries', 'riding mule', 'reading newspaper', 'uncorking champagne', 'bouncing on trampoline', 'dancing gangnam style', 'gargling', 'triple jump', 'bookbinding', 'clapping', 'eating cake', 'playing badminton', 'unloading truck', 'riding unicycle', 'playing xylophone', 'shaving head', 'clapping', 'moving furniture', 'yawning', 'doing sudoku', 'yoga', 'brush painting', 'fixing hair', 'eating doughnuts', 'deadlifting', 'brushing teeth', 'playing violin', 'using segway', 'tango dancing', 'riding elephant']
Batch 52 top 5 predictions:
['flipping pancake', 'making pizza', 'cooking egg', 'washing dishes', 'making tea']
['playing controller', 'playing slot machine', 'using remote controller (not gaming)', 'throwing ball (not baseball or American football)', 'drumming fingers']
['playing poker', 'playing monopoly', 'shuffling cards', 'playing cards', 'headbutting']
['beatboxing', 'whistling', 'coughing', 'slapping', 'eating chips']
['carving pumpkin', 'sharpening knives', 'cutting watermelon', 'making sushi', 'cutting pineapple']
['kissing', 'hugging baby', 'hugging (not baby)', 'cutting nails', 'getting a tattoo']
['water skiing', 'surfing water', 'water sliding', 'swinging on something', 'jetskiing']
['making jewelry', 'weaving basket', 'knitting', 'folding paper', 'bending metal']
['water sliding', 'splashing water', 'jumping into pool', 'swimming', 'surfing water']
['throwing discus', 'shot put', 'hammer throw', 'krumping', 'javelin throw']
['tasting food', 'dining', 'eating chips', 'eating spaghetti', 'rock scissors paper']
['smoking hookah', 'smoking', 'playing saxophone', 'playing clarinet', 'playing recorder']
['making jewelry', 'tying knot (not on a tie)', 'knitting', 'bending metal', 'adjusting glasses']
['kitesurfing', 'surfing water', 'snowkiting', 'parasailing', 'swinging on something']
['drop kicking', 'cartwheeling', 'wading through mud', 'wrestling', 'throwing ball (not baseball or American football)']
['tying necktie', 'tying bow tie', 'tying knot (not on a tie)', 'bending metal', 'adjusting glasses']
['sharpening pencil', 'opening bottle (not wine)', 'uncorking champagne', 'doing nails', 'bandaging']
['shooting goal (soccer)', 'hurling (sport)', 'kicking soccer ball', 'celebrating', 'throwing discus']
['watering plants', 'spinning poi', 'juggling fire', 'spraying', 'cleaning']
['front raises', 'exercising arm', 'stretching arm', 'snatch weight lifting', 'clean and jerk']
['country line dancing', 'swing dancing', 'dancing charleston', 'salsa dancing', 'tap dancing']
['eating chips', 'eating hotdog', 'coughing', 'tasting food', 'smoking']
['rock climbing', 'climbing', 'ice climbing', 'abseiling', 'slacklining']
['chopping wood', 'bending metal', 'sharpening knives', 'welding', 'blasting sand']
['dancing gangnam style', 'dancing macarena', 'pumping fist', 'high kick', 'robot dancing']
['kicking field goal', 'passing American football', 'high kick', 'kicking soccer ball', 'side kick']
['playing bagpipes', 'busking', 'air drumming', 'marching', 'playing recorder']
['curling hair', 'fixing hair', 'brushing hair', 'shaving head', 'braiding hair']
['drumming fingers', 'tapping pen', 'building lego', 'drinking shots', 'tossing coin']
['building cabinet', 'moving furniture', 'building shed', 'spraying', 'sharpening pencil']
['washing hair', 'shouting', 'splashing water', 'beatboxing', 'waking up']
['tickling', 'laughing', 'slapping', 'shouting', 'waking up']
['playing clarinet', 'playing flute', 'playing recorder', 'playing trumpet', 'playing saxophone']
['slacklining', 'skipping rope', 'cartwheeling', 'throwing axe', 'swinging on something']
['picking blueberries', 'egg hunting', 'moving baby', 'sticking tongue out', 'carrying baby']
['riding or walking with horse', 'riding mule', 'grooming horse', 'archery', 'jogging']
['jaywalking', 'moving furniture', 'busking', 'waiting in line', 'hugging (not baby)']
['uncorking champagne', 'opening bottle (not wine)', 'archery', 'playing bagpipes', 'spraying']
['bouncing on trampoline', 'drop kicking', 'faceplanting', 'somersaulting', 'wrestling']
['shoot dance', 'pumping fist', 'slapping', 'dancing gangnam style', 'finger snapping']
['gargling', 'drinking shots', 'flipping bottle', 'tasting food', 'tasting beer']
['triple jump', 'pole vault', 'long jump', 'shot put', 'hurdling']
['bookbinding', 'bee keeping', 'building cabinet', 'brush painting', 'reading book']
['applauding', 'shouting', 'winking', 'laughing', 'crying']
['eating cake', 'eating ice cream', 'eating doughnuts', 'making a cake', 'blowing out candles']
['playing badminton', 'catching or throwing frisbee', 'playing tennis', 'flying kite', 'playing volleyball']
['unloading truck', 'moving furniture', 'driving car', 'driving tractor', 'planting trees']
['riding unicycle', 'catching or throwing frisbee', 'riding a bike', 'using megaphone', 'blowing leaves']
['playing xylophone', 'busking', 'playing saxophone', 'playing bagpipes', 'playing cymbals']
['shaving head', 'getting a haircut', 'cracking neck', 'trimming or shaving beard', 'waxing']
['waking up', 'baby waking up', 'finger snapping', 'crying', 'coughing']
['throwing ball (not baseball or American football)', 'moving furniture', 'bouncing ball (not juggling)', 'egg hunting', 'catching or throwing frisbee']
['shouting', 'yawning', 'slapping', 'coughing', 'recording music']
['doing sudoku', 'texting', 'writing', 'using remote controller (not gaming)', 'drawing']
['yoga', 'stretching leg', 'stretching arm', 'exercising arm', 'bending back']
['spray painting', 'brush painting', 'spraying', 'blasting sand', 'plastering']
['curling hair', 'brushing hair', 'fixing hair', 'shaving head', 'getting a haircut']
['eating doughnuts', 'eating burger', 'eating hotdog', 'eating chips', 'tasting food']
['deadlifting', 'clean and jerk', 'snatch weight lifting', 'squat', 'bench pressing']
['brushing teeth', 'eating ice cream', 'washing hands', 'eating cake', 'smoking hookah']
['playing violin', 'playing clarinet', 'playing trombone', 'playing flute', 'playing saxophone']
['hoverboarding', 'using segway', 'skateboarding', 'faceplanting', 'roller skating']
['tango dancing', 'swing dancing', 'dancing charleston', 'hugging (not baby)', 'dancing gangnam style']
['riding elephant', 'riding camel', 'alligator wrestling', 'crossing river', 'riding mule']

Batch 53 predictions: ['wading through mud', 'riding scooter', 'riding or walking with horse', 'jetskiing', 'jumping into pool', 'dunking basketball', 'unboxing', 'frying vegetables', 'driving car', 'pole vault', 'somersaulting', 'tying knot (not on a tie)', 'hugging (not baby)', 'throwing ball (not baseball or American football)', 'feeding goats', 'making a cake', 'disc golfing', 'celebrating', 'blowing glass', 'headbanging', 'side kick', 'throwing axe', 'getting a tattoo', 'hugging (not baby)', 'yoga', 'snatch weight lifting', 'juggling fire', 'long jump', 'tapping guitar', 'breakdancing', 'tapping pen', 'arm wrestling', 'playing basketball', 'trimming trees', 'waxing', 'singing', 'slacklining', 'applying cream', 'washing hair', 'folding napkins', 'playing keyboard', 'shooting basketball', 'stretching arm', 'using remote controller (not gaming)', 'blowing nose', 'hitting baseball', 'motorcycling', 'swinging on something', 'adjusting glasses', 'trimming or shaving beard', 'motorcycling', 'riding mechanical bull', 'yoga', 'pushing cart', 'tasting beer', 'catching or throwing baseball', 'building lego', 'filling eyebrows', 'golf putting', 'applying cream', 'coughing', 'making a cake', 'moving furniture', 'weaving basket']
Batch 53 soft predictions: ['wading through mud', 'riding scooter', 'riding or walking with horse', 'jetskiing', 'jumping into pool', 'dunking basketball', 'unboxing', 'frying vegetables', 'driving car', 'pole vault', 'somersaulting', 'tying knot (not on a tie)', 'hugging (not baby)', 'throwing ball (not baseball or American football)', 'feeding goats', 'making a cake', 'disc golfing', 'celebrating', 'blowing glass', 'headbanging', 'side kick', 'throwing axe', 'getting a tattoo', 'hugging (not baby)', 'yoga', 'snatch weight lifting', 'juggling fire', 'long jump', 'tapping guitar', 'breakdancing', 'tapping pen', 'arm wrestling', 'playing basketball', 'trimming trees', 'waxing', 'singing', 'slacklining', 'applying cream', 'washing hair', 'folding napkins', 'playing keyboard', 'shooting basketball', 'stretching arm', 'using remote controller (not gaming)', 'blowing nose', 'hitting baseball', 'motorcycling', 'swinging on something', 'adjusting glasses', 'trimming or shaving beard', 'motorcycling', 'riding mechanical bull', 'yoga', 'pushing cart', 'tasting beer', 'catching or throwing baseball', 'building lego', 'filling eyebrows', 'golf putting', 'applying cream', 'coughing', 'making a cake', 'moving furniture', 'weaving basket']
Batch 53 true labels: ['wading through mud', 'riding scooter', 'riding mule', 'jetskiing', 'jumping into pool', 'dunking basketball', 'unboxing', 'frying vegetables', 'driving car', 'pole vault', 'somersaulting', 'tying knot (not on a tie)', 'hugging (not baby)', 'moving baby', 'feeding goats', 'making a cake', 'country line dancing', 'celebrating', 'blowing glass', 'shaking head', 'side kick', 'throwing axe', 'getting a tattoo', 'shaving head', 'yoga', 'clean and jerk', 'riding unicycle', 'long jump', 'playing guitar', 'breakdancing', 'tapping pen', 'arm wrestling', 'playing basketball', 'picking blueberries', 'waxing', 'yawning', 'slacklining', 'dyeing hair', 'fixing hair', 'writing', 'playing keyboard', 'shooting basketball', 'stretching arm', 'using remote controller (not gaming)', 'blowing nose', 'hitting baseball', 'motorcycling', 'cooking on campfire', 'adjusting glasses', 'trimming or shaving beard', 'eating doughnuts', 'riding mechanical bull', 'stretching leg', 'pushing cart', 'tasting beer', 'catching or throwing softball', 'building lego', 'filling eyebrows', 'golf putting', 'applying cream', 'sticking tongue out', 'making a cake', 'moving furniture', 'weaving basket']
